sha256,source,family,is_malware,confidence,vt_detections,gt_reason,apk_path
36158735c5442bb6a2f5432226403905551f360d7ce99fa51e9d2b54b7cd02e7,abusech,GenericKD,yes,high,36,vt_consensus_36,D:\DroidForensix\samples\malware\abusech\flubot_36158735c5442bb6a2f5432226403905551f360d7ce99fa51e9d2b54b7cd02e7.apk
36c25d77e5097eaec3b3b7fe879533d093e8cd40bce16aff601102838eb2a211,androzoo_drebin,MobileTx,yes,high,35,vt_consensus_35,D:\DroidForensix\samples\malware\androzoo_drebin\MobileTx_36c25d77e5097eaec3b3b7fe879533d093e8cd40bce16aff601102838eb2a211.apk
3779e67d696ba3ef4ba4b38ba10e07301620a45f1d89f004da5ae64f050dfdb4,abusech,GenericKD,yes,high,36,vt_consensus_36,D:\DroidForensix\samples\malware\abusech\hydra_3779e67d696ba3ef4ba4b38ba10e07301620a45f1d89f004da5ae64f050dfdb4.apk
379f0932084641fd8839b2101428a5c856f4d9c54dc9aff4a5d58a0de9a12595,androzoo_drebin,Plankton,yes,high,28,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Plankton_379f0932084641fd8839b2101428a5c856f4d9c54dc9aff4a5d58a0de9a12595.apk
37c97fe776f0af6b21be6892124317461f75032f33944d933f1d046a90bd13be,androzoo_drebin,Nandrobox,yes,high,32,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Nandrobox_37c97fe776f0af6b21be6892124317461f75032f33944d933f1d046a90bd13be.apk
388d7fd938e51455ad9ba27eae9ce01fcbadff8ab88d5a7e9e742cb28402f1e8,modern_eval,unknown,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\388d7fd938e51455ad9ba27eae9ce01fcbadff8ab88d5a7e9e742cb28402f1e8.apk
399f5bddd1e30bb612522c9c770e073f5e304165df170c4668550de34f34f7c1,modern_eval,GhostBat,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\399f5bddd1e30bb612522c9c770e073f5e304165df170c4668550de34f34f7c1.apk
3a03b35a4c614d651954f8298d5bb75abe33223e0791bdc1b9bdb2af69d3009b,modern_eval,unknown,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\3a03b35a4c614d651954f8298d5bb75abe33223e0791bdc1b9bdb2af69d3009b.apk
3a6d53616484183e4c582b82ac147f05a0d08e86836be59bad03470d9605eded,modern_eval,Linux,yes,high,24,vt_consensus_24,D:\DroidForensix\samples\malware\modern_eval\3a6d53616484183e4c582b82ac147f05a0d08e86836be59bad03470d9605eded.apk
3c0edd3c80f917d0045ac51d177e9a4768df5a66517005b0f7944423aa54b089,modern_eval,SpyNote,yes,high,14,vt_consensus_14,D:\DroidForensix\samples\malware\modern_eval\3c0edd3c80f917d0045ac51d177e9a4768df5a66517005b0f7944423aa54b089.apk
3c44fed6329931c17ffbbe8044b9181ab54cd9c5e9671c657e6f5a0882f5d59c,androzoo_drebin,GinMaster,yes,high,36,vt_consensus_36,D:\DroidForensix\samples\malware\androzoo_drebin\GinMaster_3c44fed6329931c17ffbbe8044b9181ab54cd9c5e9671c657e6f5a0882f5d59c.apk
3c81526bcb801d7dcfaea7f379528471d745a36e3c1bdc41877b4bed34b5dce6,abusech,AndroidOS,yes,high,24,vt_consensus_24,D:\DroidForensix\samples\malware\abusech\unknown_3c81526bcb801d7dcfaea7f379528471d745a36e3c1bdc41877b4bed34b5dce6.apk
3cb4b373a24afb10b8003762e763e6b44008bdf9a58d0a9a2b80a5de68308ecd,abusech,NGate,yes,high,28,vt_consensus_28,D:\DroidForensix\samples\malware\abusech\unknown_3cb4b373a24afb10b8003762e763e6b44008bdf9a58d0a9a2b80a5de68308ecd.apk
3dfbecd41310db51f8aa31149d9e5619ed7799166f2e7a57b32c30d6633c82cb,androzoo_drebin,Geinimi,yes,high,41,vt_consensus_41,D:\DroidForensix\samples\malware\androzoo_drebin\Geinimi_3dfbecd41310db51f8aa31149d9e5619ed7799166f2e7a57b32c30d6633c82cb.apk
3f76c482fdd58df5edd678e4730745e7cbafe298d0ebe0770ff962a3c2d6cf7f,androzoo_drebin,Plankton,yes,high,30,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Plankton_3f76c482fdd58df5edd678e4730745e7cbafe298d0ebe0770ff962a3c2d6cf7f.apk
4067054f202cc8e87557915783d4468b54985c5cc7b0b57df98ffbb106475196,abusech,AndroidOS,yes,high,33,vt_consensus_33,D:\DroidForensix\samples\malware\abusech\teabot_4067054f202cc8e87557915783d4468b54985c5cc7b0b57df98ffbb106475196.apk
412f959e050df1e74d732401f67210595b7db1c3dbd6e27c49fd1ee2bf8031b4,androzoo_drebin,FakeInst,yes,high,39,vt_consensus_39,D:\DroidForensix\samples\malware\androzoo_drebin\FakeInstaller_412f959e050df1e74d732401f67210595b7db1c3dbd6e27c49fd1ee2bf8031b4.apk
43f62b4cca7597f24772bf7edd005c3929b5e4d1bc821d5097a7d11ff02c0a93,androzoo_drebin,FakeInst,yes,high,46,vt_consensus_46,D:\DroidForensix\samples\malware\androzoo_drebin\FakeInstaller_43f62b4cca7597f24772bf7edd005c3929b5e4d1bc821d5097a7d11ff02c0a93.apk
44b5086d35b879afb9278392c230cdd0d16ac9b830cd44e75ece6ccf0fd4952c,abusech,Andr/Banker-HDY,yes,high,17,vt_consensus_17,D:\DroidForensix\samples\malware\abusech\unknown_44b5086d35b879afb9278392c230cdd0d16ac9b830cd44e75ece6ccf0fd4952c.apk
44c68a4b47e80309bfd2ceb87ad3672cee1796da709a663b391c3678c29a0979,abusech,Agent,yes,high,13,vt_consensus_13,D:\DroidForensix\samples\malware\abusech\unknown_44c68a4b47e80309bfd2ceb87ad3672cee1796da709a663b391c3678c29a0979.apk
45d2031af6420768aef7c0d4a0b08063939abe88c27e0344cf9c787f73eb8f3e,androzoo_drebin,AndroidOS,yes,high,37,vt_consensus_37,D:\DroidForensix\samples\malware\androzoo_drebin\SMSreg_45d2031af6420768aef7c0d4a0b08063939abe88c27e0344cf9c787f73eb8f3e.apk
47a4aff5aaac505f213fb058e22cb5fecd03791c3f60ff9529b9f9befcbc2012,androzoo_drebin,BaseBridge,yes,high,37,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\BaseBridge_47a4aff5aaac505f213fb058e22cb5fecd03791c3f60ff9529b9f9befcbc2012.apk
47bb7f855cdf116c62499240089fa1b7a69585e8b7f639e192b9d038da4094cd,abusech,GenericKD,yes,high,36,vt_consensus_36,D:\DroidForensix\samples\malware\abusech\teabot_47bb7f855cdf116c62499240089fa1b7a69585e8b7f639e192b9d038da4094cd.apk
48f7ecd18cadc12914b89e91336b9885131d4151a9ed1975f6456e7951633583,androzoo_drebin,AndroidOS,yes,high,33,vt_consensus_33,D:\DroidForensix\samples\malware\androzoo_drebin\Plankton_48f7ecd18cadc12914b89e91336b9885131d4151a9ed1975f6456e7951633583.apk
4ccf02c87de6c0bf718d9f8cdf6c61a9edc909fab1cdd7d497572e30fea1f580,abusech,GenericKD,yes,high,33,vt_consensus_33,D:\DroidForensix\samples\malware\abusech\ermac_4ccf02c87de6c0bf718d9f8cdf6c61a9edc909fab1cdd7d497572e30fea1f580.apk
4dc2d4c59ca4e06b852ccbec728009a2a7a7e1e3f6cee65588d4d376b7f14a2d,androzoo_drebin,FakeApp,yes,high,33,vt_consensus_33,D:\DroidForensix\samples\malware\androzoo_drebin\Copycat_4dc2d4c59ca4e06b852ccbec728009a2a7a7e1e3f6cee65588d4d376b7f14a2d.apk
4e355df8f0843afc4a7bfc294ee4b1db9e9b896269c754c2d57dcb647dcd3efb,androzoo_drebin,Opfake,yes,high,36,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Opfake_4e355df8f0843afc4a7bfc294ee4b1db9e9b896269c754c2d57dcb647dcd3efb.apk
4eb2ac595b1a17ddde607d55dc41d93896eeca3a01cd440b8953159bca3a418d,abusech,AndroidOS,yes,high,23,vt_consensus_23,D:\DroidForensix\samples\malware\abusech\unknown_4eb2ac595b1a17ddde607d55dc41d93896eeca3a01cd440b8953159bca3a418d.apk
4f181b3a42657a4c18a898d84108f7500baf243a2ac710adec1c5938cf0adb57,abusech,AndroidOS,yes,high,27,vt_consensus_27,D:\DroidForensix\samples\malware\abusech\ermac_4f181b3a42657a4c18a898d84108f7500baf243a2ac710adec1c5938cf0adb57.apk
4fca2064417bf4c9e96131aaa59021a56f6d01c18d74d085cf01cb9e9c4e6e25,androzoo_drebin,Plankton,yes,high,29,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Plankton_4fca2064417bf4c9e96131aaa59021a56f6d01c18d74d085cf01cb9e9c4e6e25.apk
5010f34461e309ea1bc5539bb24fccc320576ce6d677a29604f5568c0a5e6315,androzoo_drebin,Opfake,yes,high,30,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Opfake_5010f34461e309ea1bc5539bb24fccc320576ce6d677a29604f5568c0a5e6315.apk
5030b673a6de2f1e1a83e3cb911fe053bdc38439d6a22ebad1c8a3a59d513205,androzoo_drebin,Opfake,yes,high,34,vt_consensus_34,D:\DroidForensix\samples\malware\androzoo_drebin\Opfake_5030b673a6de2f1e1a83e3cb911fe053bdc38439d6a22ebad1c8a3a59d513205.apk
518f5438a21e9aa9a91f0dd589088e443fda111d8ada5ea67d1cf14d6645974c,modern_eval,unknown,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\518f5438a21e9aa9a91f0dd589088e443fda111d8ada5ea67d1cf14d6645974c.apk
51f9c37c3eec0b6f8325aa1c8fe64a0615ab920584042df557426473b1270b40,abusech,BankBot,yes,high,43,vt_consensus_43,D:\DroidForensix\samples\malware\abusech\ermac_51f9c37c3eec0b6f8325aa1c8fe64a0615ab920584042df557426473b1270b40.apk
536a6084656a2d58e81a88ecfe0a0d050a4a5794f65cbc09170646c3e4c0dc0c,androzoo_drebin,GinMaster,yes,high,30,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\GinMaster_536a6084656a2d58e81a88ecfe0a0d050a4a5794f65cbc09170646c3e4c0dc0c.apk
536cb0e2ffffa40d1ccd096eaaad43f094813bae15d8f6316dc35fb998d5e4cd,modern_eval,unknown,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\536cb0e2ffffa40d1ccd096eaaad43f094813bae15d8f6316dc35fb998d5e4cd.apk
537f08755139d0199fb1751068eb49a92b68e0d1dcadaf03758837c3832f99c5,modern_eval,SpyNote,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\537f08755139d0199fb1751068eb49a92b68e0d1dcadaf03758837c3832f99c5.apk
5494db78d03c9b3061c780520fc6713fa16cc8469c18ec9acb3d8eddff91964a,abusech,Gen,yes,high,23,vt_consensus_23,D:\DroidForensix\samples\malware\abusech\unknown_5494db78d03c9b3061c780520fc6713fa16cc8469c18ec9acb3d8eddff91964a.apk
54ece852176437e02ce2400e48c5545d32a5d69adee4a66a337ba98c67aea94e,androzoo_drebin,Adsms,yes,high,38,vt_consensus_38,D:\DroidForensix\samples\malware\androzoo_drebin\Adsms_54ece852176437e02ce2400e48c5545d32a5d69adee4a66a337ba98c67aea94e.apk
54f2a636e000c55bb725d7e552a22117837c1676fb4b96decd135ae10e6f7049,androzoo_drebin,BaseBridge,yes,high,42,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\BaseBridge_54f2a636e000c55bb725d7e552a22117837c1676fb4b96decd135ae10e6f7049.apk
554e71b4e5d2a172707b51edc8e0e22cba40858b69884e75228c12718c47e1ef,abusech,GenericKD,yes,high,28,vt_consensus_28,D:\DroidForensix\samples\malware\abusech\teabot_554e71b4e5d2a172707b51edc8e0e22cba40858b69884e75228c12718c47e1ef.apk
557c02b5e9ca8103e6ad5413df1b447fae5c9ce086a0b5330bf9c79a578585df,abusech,Agent,yes,high,30,vt_consensus_30,D:\DroidForensix\samples\malware\abusech\PixRevolution_557c02b5e9ca8103e6ad5413df1b447fae5c9ce086a0b5330bf9c79a578585df.apk
5606655728a5e64d3c2229deb831d087605a1362fd545dc5d7a93961bf1c7825,androzoo_drebin,a,yes,high,38,vt_consensus_38,D:\DroidForensix\samples\malware\androzoo_drebin\Opfake_5606655728a5e64d3c2229deb831d087605a1362fd545dc5d7a93961bf1c7825.apk
562c92478e7cf5790e6bd8d706c51d9178ea1bd58537575f03edbbb427f54fc9,androzoo_drebin,DroidKungFu,yes,high,42,vt_consensus_42,D:\DroidForensix\samples\malware\androzoo_drebin\DroidKungFu_562c92478e7cf5790e6bd8d706c51d9178ea1bd58537575f03edbbb427f54fc9.apk
563bc028fac5f38f3849a3808bcba9cc41beeaf4b9ff771d383954beb1267e0b,abusech,Boogr,yes,high,23,vt_consensus_23,D:\DroidForensix\samples\malware\abusech\unknown_563bc028fac5f38f3849a3808bcba9cc41beeaf4b9ff771d383954beb1267e0b.apk
584efe8d1449e1d03b30e08a9abf916c510628ae6950da11e195a22653190d48,androzoo_drebin,Kmin,yes,high,35,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Kmin_584efe8d1449e1d03b30e08a9abf916c510628ae6950da11e195a22653190d48.apk
58cc948bd809292143e604c3e03735c9517f94b37dd35299ca5e81d7b902d620,abusech,Evo-gen [Trj],yes,high,18,vt_consensus_18,D:\DroidForensix\samples\malware\abusech\unknown_58cc948bd809292143e604c3e03735c9517f94b37dd35299ca5e81d7b902d620.apk
5af77b5f5d014162cd3bf43314ebb91f39658c5be335c1efff7c9564e298e719,abusech,AdLibrary,yes,medium,6,vt_detected_6,D:\DroidForensix\samples\malware\abusech\unknown_5af77b5f5d014162cd3bf43314ebb91f39658c5be335c1efff7c9564e298e719.apk
5b6f0757e98303cf337d10b6f8c7378bdfd4de30dea624545207dd01a85b6c37,androzoo_drebin,BaseBridge,yes,high,35,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\BaseBridge_5b6f0757e98303cf337d10b6f8c7378bdfd4de30dea624545207dd01a85b6c37.apk
5cad494f67808745489659cd077dce429fce364a673c44c9d238d14dcca81732,modern_eval,unknown,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\5cad494f67808745489659cd077dce429fce364a673c44c9d238d14dcca81732.apk
5e7116ea24dee71abac470b432a62c41e0fd680663162a486ab2b6fe25ccf367,androzoo_drebin,FakeInst,yes,high,37,vt_consensus_37,D:\DroidForensix\samples\malware\androzoo_drebin\FakeInstaller_5e7116ea24dee71abac470b432a62c41e0fd680663162a486ab2b6fe25ccf367.apk
5e82d73a3b2d4df192d674729f9578c4081d5096d5e3641bf8b233e1bee248d4,androzoo_drebin,Adrd,yes,high,31,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Adrd_5e82d73a3b2d4df192d674729f9578c4081d5096d5e3641bf8b233e1bee248d4.apk
5f113715e47ddce3f72f9ff69b1aa07ee09225eaf6b501a7b106fa893779a931,abusech,AndroidOS,yes,high,26,vt_consensus_26,D:\DroidForensix\samples\malware\abusech\hydra_5f113715e47ddce3f72f9ff69b1aa07ee09225eaf6b501a7b106fa893779a931.apk
5f208d88f5cefaa967d5e9320f2875de3ca8fada870ab83c1fe20c01558f85b1,androzoo_drebin,FakeInstaller,yes,high,31,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\FakeInstaller_5f208d88f5cefaa967d5e9320f2875de3ca8fada870ab83c1fe20c01558f85b1.apk
5f94e59c132a7ed0e35b60146d973a728ab9f390c8291f9547cee26c56427738,modern_eval,CraxsRAT,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\5f94e59c132a7ed0e35b60146d973a728ab9f390c8291f9547cee26c56427738.apk
61d4518fac40db1cef72d8b6f9a14080d93ef53a6f6e55605ee12da87978a14f,modern_eval,Andr/Xgen2-AYJ,yes,high,15,vt_consensus_15,D:\DroidForensix\samples\malware\modern_eval\61d4518fac40db1cef72d8b6f9a14080d93ef53a6f6e55605ee12da87978a14f.apk
62545321423f75c0f4774c868a1677087399353adda0fb361cd3884d2680dcc2,modern_eval,FantasyHub,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\62545321423f75c0f4774c868a1677087399353adda0fb361cd3884d2680dcc2.apk
63371a25c79264de99fb9f55dee9f893625b8f2b3e8ea97da43e60518aee8509,androzoo_drebin,Adware,yes,high,31,vt_consensus_31,D:\DroidForensix\samples\malware\androzoo_drebin\Plankton_63371a25c79264de99fb9f55dee9f893625b8f2b3e8ea97da43e60518aee8509.apk
6376bcd8faa57aac7437116b184967a588025e2bf96318272cdcf51ff2f8dfdd,abusech,Dropper,yes,high,32,vt_consensus_32,D:\DroidForensix\samples\malware\abusech\Konfety_6376bcd8faa57aac7437116b184967a588025e2bf96318272cdcf51ff2f8dfdd.apk
64a9263148d49bbabaf13b68fc461c93275d5d7f852288ccf00d1b25e39069d3,abusech,Gen,yes,high,25,vt_consensus_25,D:\DroidForensix\samples\malware\abusech\unknown_64a9263148d49bbabaf13b68fc461c93275d5d7f852288ccf00d1b25e39069d3.apk
64ab7a8e612d8d60c1c4cc8ce1b4ace4aafcec7e1f5239894f2b214b094fa1b1,androzoo_drebin,a,yes,high,41,vt_consensus_41,D:\DroidForensix\samples\malware\androzoo_drebin\DroidKungFu_64ab7a8e612d8d60c1c4cc8ce1b4ace4aafcec7e1f5239894f2b214b094fa1b1.apk
65ac82b8d756a548760f16e1c8671197716f5b7b1bdfb72f1adce34e0aec4824,androzoo_drebin,BaseBridge,yes,high,48,vt_consensus_48,D:\DroidForensix\samples\malware\androzoo_drebin\BaseBridge_65ac82b8d756a548760f16e1c8671197716f5b7b1bdfb72f1adce34e0aec4824.apk
669b75fd2620fa990bb982c07f5233f5b3e98aff65d9d8ffb9683aaae6cb98c1,abusech,Trojan-Banker,yes,high,16,vt_consensus_16,D:\DroidForensix\samples\malware\abusech\669b75fd2620fa990bb982c07f5233f5b3e98aff65d9d8ffb9683aaae6cb98c1.apk
66ea10f2bc2445ad8ce43dca11ba2ea4968633c1ce21b5a2ac5f1c647db5ffcd,androzoo_drebin,Plankton,yes,high,31,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Plankton_66ea10f2bc2445ad8ce43dca11ba2ea4968633c1ce21b5a2ac5f1c647db5ffcd.apk
6725dfc3cb9b8f2103ebb129f0d4816ae836c15103229e8fda0151aa390d33ad,androzoo_drebin,Opfake,yes,high,35,vt_consensus_35,D:\DroidForensix\samples\malware\androzoo_drebin\Opfake_6725dfc3cb9b8f2103ebb129f0d4816ae836c15103229e8fda0151aa390d33ad.apk
6827b5683119738e2b75c6640e59ff6d4d51b50618f239f41f1bd86687de573e,androzoo_drebin,FakeInst,yes,high,39,vt_consensus_39,D:\DroidForensix\samples\malware\androzoo_drebin\FakeInstaller_6827b5683119738e2b75c6640e59ff6d4d51b50618f239f41f1bd86687de573e.apk
6832234c4eae7a57be4f68271b7eecb056c4cd8352c67d2273d676208118871d,androzoo_drebin,FakeDoc,yes,high,31,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\FakeDoc_6832234c4eae7a57be4f68271b7eecb056c4cd8352c67d2273d676208118871d.apk
68b9c7ae6b51f211ecd0cfdd656bc3b14840627adc7073faf9504acdb0e52dae,modern_eval,GhostBat,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\68b9c7ae6b51f211ecd0cfdd656bc3b14840627adc7073faf9504acdb0e52dae.apk
692e7b0f657ac34635e0dcd633f9c73b37d0258457d161ec6dbee26820cb72dd,abusech,Banker,yes,high,30,vt_consensus_30,D:\DroidForensix\samples\malware\abusech\ermac_692e7b0f657ac34635e0dcd633f9c73b37d0258457d161ec6dbee26820cb72dd.apk
6a01a9e0fc20d47835fd19d732af97fc4a2d68e1f735f4cdea7d4eeb03fcf582,androzoo_drebin,FakeInst,yes,high,39,vt_consensus_39,D:\DroidForensix\samples\malware\androzoo_drebin\FakeInstaller_6a01a9e0fc20d47835fd19d732af97fc4a2d68e1f735f4cdea7d4eeb03fcf582.apk
6a02832c97ad6c0f2ddb813acb52ef002ef616be2a7ded5a0a69b7dbdf2f7aff,androzoo_drebin,GinMaster,yes,high,37,vt_consensus_37,D:\DroidForensix\samples\malware\androzoo_drebin\GinMaster_6a02832c97ad6c0f2ddb813acb52ef002ef616be2a7ded5a0a69b7dbdf2f7aff.apk
6acc850988883adc4a5129ea711f3f176815e4eb210ecc9f8db643d15ca9c8d9,androzoo_drebin,Iconosys,yes,high,31,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Iconosys_6acc850988883adc4a5129ea711f3f176815e4eb210ecc9f8db643d15ca9c8d9.apk
6c1ed581a3843a9cbe7a864bff72cf2ad914733dc90fea105f66ab5c6e24b2c8,androzoo_drebin,BaseBridge,yes,high,48,vt_consensus_48,D:\DroidForensix\samples\malware\androzoo_drebin\BaseBridge_6c1ed581a3843a9cbe7a864bff72cf2ad914733dc90fea105f66ab5c6e24b2c8.apk
6d29e6e5372cd0690e0df62eb6d98938e91191b0e639fed2476497baa8255405,abusech,NGate,yes,high,24,vt_consensus_24,D:\DroidForensix\samples\malware\abusech\unknown_6d29e6e5372cd0690e0df62eb6d98938e91191b0e639fed2476497baa8255405.apk
6d8f8367ea6b2360cde4a53a450216adec54228d63840bf5471a746697399699,androzoo_drebin,Exploit,yes,high,48,vt_consensus_48,D:\DroidForensix\samples\malware\androzoo_drebin\ExploitLinuxLotoor_6d8f8367ea6b2360cde4a53a450216adec54228d63840bf5471a746697399699.apk
6e3499a5e63209b34ccc787a7ea57953ff5436b51ca4325ea0da4a958f44ea7b,abusech,AndroidOS,yes,high,39,vt_consensus_33,D:\DroidForensix\samples\malware\abusech\flubot_6e3499a5e63209b34ccc787a7ea57953ff5436b51ca4325ea0da4a958f44ea7b.apk
6e9848008c42128623d1077f0cc75c0861e2b3d0fb76e68c5fc9ec8f69361572,androzoo_drebin,FakeRun,yes,high,36,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\FakeRun_6e9848008c42128623d1077f0cc75c0861e2b3d0fb76e68c5fc9ec8f69361572.apk
72f18d019123393ae610dd73b25e5f30a4945430f6f835700d6bdee19f566a30,modern_eval,SpyNote,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\72f18d019123393ae610dd73b25e5f30a4945430f6f835700d6bdee19f566a30.apk
7365190230042fa2f8aba13d39cfecaa52b029750331760bcd114bafb01cb6db,abusech,AndroidOS,yes,high,18,vt_consensus_18,D:\DroidForensix\samples\malware\abusech\unknown_7365190230042fa2f8aba13d39cfecaa52b029750331760bcd114bafb01cb6db.apk
73b2fd2dfb5860f0701b16002832987d5edcfe059df454d30548aa4fa45bebe6,androzoo_drebin,Opfake,yes,high,33,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\Opfake_73b2fd2dfb5860f0701b16002832987d5edcfe059df454d30548aa4fa45bebe6.apk
74611134257de9e9f549d445d19d465afeb1af34399683ff04303a11ecf643fc,androzoo_drebin,SmForw,yes,high,27,existing:gt_json,D:\DroidForensix\samples\malware\androzoo_drebin\SmForw_74611134257de9e9f549d445d19d465afeb1af34399683ff04303a11ecf643fc.apk
752f3cacdad6753d4c02bb8e40ef3e0990b55466c18a7b80ec6fa7b9706e40ab,abusech,Andr/NGate-G,yes,high,23,vt_consensus_23,D:\DroidForensix\samples\malware\abusech\unknown_752f3cacdad6753d4c02bb8e40ef3e0990b55466c18a7b80ec6fa7b9706e40ab.apk
75b06872276a85812c28398d125938fc420fa84774576ea8221592db612cb1b2,androzoo_drebin,AndroidOS,yes,high,34,vt_consensus_34,D:\DroidForensix\samples\malware\androzoo_drebin\Plankton_75b06872276a85812c28398d125938fc420fa84774576ea8221592db612cb1b2.apk
767c218be4e7d2c99ee9c8b36128ac932d2dac0e3792ce638b804083f75e1096,abusech,GenericKD,yes,high,32,vt_consensus_32,D:\DroidForensix\samples\malware\abusech\teabot_767c218be4e7d2c99ee9c8b36128ac932d2dac0e3792ce638b804083f75e1096.apk
77eef34639c4d2d244ba407c6e0a1b9b5ec0187e73de1ae3acb0f71f3906f595,modern_eval,unknown,yes,medium,0,existing:modern,D:\DroidForensix\samples\malware\modern_eval\77eef34639c4d2d244ba407c6e0a1b9b5ec0187e73de1ae3acb0f71f3906f595.apk
789d04c93488adf85d8d7988c0d050648cd91ad469f9e63e04d290523dfb1d93,abusech,GenericKD,yes,high,35,vt_consensus_35,D:\DroidForensix\samples\malware\abusech\hydra_789d04c93488adf85d8d7988c0d050648cd91ad469f9e63e04d290523dfb1d93.apk
7a4238fc6f5d3c7731c2eb33911298eaa36986040858af56e76628c5dc83e265,abusech,AndroidOS,yes,high,34,vt_consensus_34,D:\DroidForensix\samples\malware\abusech\ermac_7a4238fc6f5d3c7731c2eb33911298eaa36986040858af56e76628c5dc83e265.apk
7bebc4b248402dbf988b92eb7d9c86797bb302b983e63ce0d2dba96f0f8a345a,abusech,Gen,yes,high,29,vt_consensus_29,D:\DroidForensix\samples\malware\abusech\unknown_7bebc4b248402dbf988b92eb7d9c86797bb302b983e63ce0d2dba96f0f8a345a.apk
7d44e0009d251ae4983f5bf29f7d8aa9af668df88dba05a17a7a314f6780ceff,abusech,Agent,yes,high,21,vt_consensus_21,D:\DroidForensix\samples\malware\abusech\unknown_7d44e0009d251ae4983f5bf29f7d8aa9af668df88dba05a17a7a314f6780ceff.apk
7e7ee5b11fe1ca56f0f8416638964bec68b9ef90b25426f06d1330222b1dcf3d,abusech,Banker,yes,high,28,vt_consensus_28,D:\DroidForensix\samples\malware\abusech\hydra_7e7ee5b11fe1ca56f0f8416638964bec68b9ef90b25426f06d1330222b1dcf3d.apk
7e8693dfed67a88db885ac0ffd94b73351d1f910cafc6425e8f1b4ab0e24c2a8,abusech,Gen,yes,high,19,vt_consensus_19,D:\DroidForensix\samples\malware\abusech\unknown_7e8693dfed67a88db885ac0ffd94b73351d1f910cafc6425e8f1b4ab0e24c2a8.apk
7fb836c08ff527443b06d1c20afb6a4b0f51eb373013f211e0d3200bf26527b7,abusech,AndroidOS,yes,high,23,vt_consensus_23,D:\DroidForensix\samples\malware\abusech\unknown_7fb836c08ff527443b06d1c20afb6a4b0f51eb373013f211e0d3200bf26527b7.apk
80ae30136ea55e936c66cd61cbf1de428d8d20d76fec06c1e4c0217472e6e089,androzoo_drebin,KungFu,yes,high,43,vt_consensus_43,D:\DroidForensix\samples\malware\androzoo_drebin\DroidKungFu_80ae30136ea55e936c66cd61cbf1de428d8d20d76fec06c1e4c0217472e6e089.apk
810926f89430144fd258ed4a95f1d77215f657a4e7dac2ce0c410bcffbdca99e,abusech,Banker,yes,high,23,vt_consensus_23,D:\DroidForensix\samples\malware\abusech\hydra_810926f89430144fd258ed4a95f1d77215f657a4e7dac2ce0c410bcffbdca99e.apk
818e8917650bff20ef5d3440d2c33739f973d4e7f41af7d7767502dac5a0580c,abusech,AndroidOS,yes,high,22,vt_consensus_22,D:\DroidForensix\samples\malware\abusech\unknown_818e8917650bff20ef5d3440d2c33739f973d4e7f41af7d7767502dac5a0580c.apk
831334e1e49ec7a25375562688543ee75b2b3cc7352afc019856342def52476b,abusech,AndroidOS,yes,high,37,vt_consensus_37,D:\DroidForensix\samples\malware\abusech\flubot_831334e1e49ec7a25375562688543ee75b2b3cc7352afc019856342def52476b.apk
844bd3f253433ee713fd1b0b8f09db675b3b257c3677723a57713a547c6de177,androzoo_drebin,GinMaster,yes,high,38,vt_consensus_38,D:\DroidForensix\samples\malware\androzoo_drebin\GinMaster_844bd3f253433ee713fd1b0b8f09db675b3b257c3677723a57713a547c6de177.apk
