sha256,is_malware,source,family,file_size_kb,total_strings,num_encodings,num_payloads,num_c2,num_c2_real,num_c2_fb_ip,num_chains,num_secrets,secret_risk_score,num_permissions,num_dangerous_perms,target_sdk,min_sdk,apktool_success,native_libs_found,decompiled_classes,crypter_stub,master_key_verdict_recovered,master_key_e_coded
21c91c4cb01c7fd286dc8fa6122f6c43a5227677ffbe3566aa37204cd9e494fe,1,abusech,AndroidOS,2823.6,184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1459,0,0,0
21ea92178eccae3f448345dcab84d98f21a6b32ea412265d858665973874b5df,1,androzoo_drebin,FakeInst,50.5,49,0,0,3,2,0,0,0,0,10,5,0,0,1,0,23,0,0,0
2211e5b751634ef3681bff599b25d57f47f1593bc27aeb83273ee63a64d62e25,1,abusech,Agent,4679.5,9991,81,81,25,20,1,81,1,5,0,0,0,0,1,0,5795,0,0,0
22670788ea0108e1e205f34e0a039f994bc94f19563b6f09784074b41f61cc53,1,androzoo_drebin,Backdoor,2902.8,1141,3,3,26,25,0,3,0,0,16,6,0,0,1,1,360,0,0,0
238a4de3f693e8ae8506c72aab6838837a5fc92ae233c813404a1750204fa09d,1,androzoo_drebin,NickiSpy,30.1,48,0,0,1,0,0,0,0,0,19,11,0,0,1,0,37,0,0,0
23d0741fc039ce734de0a50d6d8451fc3eabf702b3f707badb6d39e2b4faea65,1,modern_eval,AndroidOS,6129.0,18523,148,148,28,25,0,148,2,20,246,32,0,0,1,10,8951,0,0,0
24ef2bb4b573c4597de490dfbfcb368bf57a9510fff2f521659ea9eb77725385,0,F-Droid,benign,79453.4,244108,57,57,17,4,0,57,0,0,7,3,0,0,1,15,2352,0,0,0
255eae7859b0855b15de30e5405a2714837ac556c238bc009ac74c5bfa69714a,1,androzoo_drebin,Nisev,13.3,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,15,0,0,0
269a98c5a2e16675eacd3490f382ac08d894737e629b92c1a69070cc471eed36,1,abusech,NGate,4165.8,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,1
27adebb28c7871e192407c86a69b9b1ec6a1b8ecaf535d96f88f00bb54423b26,1,androzoo_drebin,AndroidOS,668.4,23,2,2,0,0,0,2,0,0,13,6,0,0,1,0,8,0,0,0
27f1eb82d288a9939b7c0bdd0fb94f78749824ffc753d32d421e01cbe487e5e0,0,F-Droid,benign,158381.9,364226,500,500,4494,244,32,500,0,0,27,6,0,0,1,6,36758,0,0,0
2895ae77b3af807a906cfe778ed2089988b8c99cc7264943387bad6755263681,0,F-Droid,benign,814.9,970,0,0,0,0,0,0,0,0,0,0,0,0,1,0,587,0,0,0
2ab29825e9454a4b87d661dfc55842943e30b86600d2848796d96241e92307c2,1,abusech,Agent,22341.9,1996,500,500,0,0,0,500,0,0,0,0,0,0,1,0,1852,0,0,0
2b1a8a96d7b12d701d6ef3e34974cca3f5c33f4f4c6f0d3f7490fc9bdc966bb6,0,F-Droid,benign,13225.1,67144,500,500,5,2,0,500,0,0,0,0,0,0,0,0,29270,0,0,0
2bda9042eef834886047cb07ea1fe44844bd5d373c96afe96ec8a39e487d2bb7,1,modern_eval,HyPay,7893.7,14339,248,248,30,27,1,248,0,0,27,9,0,0,1,4,7870,0,0,0
2c74efb0e8304948e56f4ccb1ced6c05734842ecdc95628decacfa74d06baf6c,1,abusech,AndroidOS,5136.0,9872,10,10,11,7,0,10,0,0,16,6,0,0,1,0,7414,0,0,0
2cc755a2c9dae64ea5914bd32aa6824a3bc1f0e3be1f2d03c116ffc68f7772d0,1,modern_eval,GhostBat,8928.6,155,0,0,0,0,0,0,0,0,7,3,0,0,1,0,0,0,0,0
2d6707624623fe8857da271dcc19511ab52472ce1fee6ac23bc7f2ecf2e7eea9,0,F-Droid,benign,1328.1,1525,3,3,0,0,0,3,0,0,1,0,0,0,1,4,1339,0,0,0
3063914cc10de86a689070151a61172fc17619e71d1bd643a3d0cf94b84e10a8,1,modern_eval,AndroidOS,780.9,1049,0,0,0,0,0,0,0,0,6,0,0,0,1,2,2,0,0,1
315662b8d8c1ea9883cf9f73c8be007c940e217c32d09acccdffdee365218494,0,F-Droid,benign,7578.4,28909,500,500,0,0,0,500,0,0,1,0,0,0,1,0,12342,0,0,0
315e29c580f1720dfc0f7ef7d48beeb3321f3bf343646e022420af119ad7a370,1,androzoo_drebin,Opfake,407.6,297,0,0,0,0,0,0,0,0,20,8,0,0,1,0,46,0,0,0
326fc668fbf5dd4812b075fd963994e1378a0533637899eb07e639bcb9ecd733,1,androzoo_drebin,Imlog,56.5,101,0,0,7,7,0,0,0,0,5,2,0,0,1,0,32,0,0,0
328ff57e39148daf440359709e92989aad445f1b41b3f33135238a9343317d85,1,androzoo_drebin,Adware,9225.5,7713,1,1,13,13,0,1,0,0,26,5,0,0,1,4,1594,0,0,0
32e4dee58ea17addc5df4ffb862ab3a8df1697598cb6437f92de4075665812c2,1,abusech,Banker,1464.3,3813,25,25,2,0,0,25,0,0,35,15,0,0,1,0,2628,0,0,0
33d27a5f6b07557021fc4c7959bef4c0e7ee79cc3991e7e213de976b60af1147,1,androzoo_drebin,Typstu,127.2,37,0,0,6,6,0,0,0,0,4,2,0,0,1,0,21,0,0,0
33d2ea973f861bb7c46397c4e0f9aedc37ef10fb8ab2f4090f35a335d86ef0b2,1,abusech,SpyMax,6167.5,5372,30,30,4,1,0,30,0,0,35,16,0,0,1,0,2661,0,0,0
345bbac79d218919228838242d35fc475a7aab28d303d1d51ac6078cd59197d6,1,abusech,SpyMax,18520.2,13247,57,57,0,0,0,57,0,0,14,5,0,0,1,0,7437,0,0,0
34895a84a638d53bd5ed57d134511eee9468f5461cb0e41874a1968ac256e4c8,0,F-Droid,benign,624.6,981,0,0,1,1,0,0,0,0,0,0,0,0,1,0,468,0,0,0
3502fa570ada49eaeeaa4785bb1897ed91dfadaa76c5e8626c5b8e944d8f5f01,1,abusech,Dropper,3090.8,567,124,124,0,0,0,124,0,0,25,7,0,0,1,0,255,0,0,0
3504d9f2a2fdf021a382be4e2603acbdb5550ac2ddf26f62da1c2227b1f7f400,1,abusech,GenericKD,1803.8,1390,83,83,1,1,0,83,0,0,33,9,0,0,1,4,553,0,0,0
352e2e2b57138099966a3a558f9eb3d6a88c27fa6d401f767b36e5cf3440f06a,1,androzoo_drebin,FakeInst,173.5,88,0,0,7,7,0,0,0,0,10,6,0,0,1,0,40,0,0,0
357d6a12b37bf72550d9df5035f25157d3ca75e1a69e71783586ee4759ee7b45,1,modern_eval,unknown,7314.5,84,0,0,1,1,0,0,1,5,0,0,0,0,1,0,5,0,0,0
35ff9940fd3d73acd1099f3640be6367c311ec9f6c34fa17e4748e874ecfe763,0,F-Droid,benign,1251.5,1748,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1993,0,0,0
36158735c5442bb6a2f5432226403905551f360d7ce99fa51e9d2b54b7cd02e7,1,abusech,GenericKD,5136.0,9872,10,10,11,7,0,10,0,0,16,6,0,0,1,0,7414,0,0,0
36b343514ea2cdd353b7554c14b3da3f4309653b67be5ceb2e912b25597e3d85,0,F-Droid,benign,12947.0,44401,61,61,33,27,3,61,0,0,31,6,0,0,1,4,24347,0,0,0
36c25d77e5097eaec3b3b7fe879533d093e8cd40bce16aff601102838eb2a211,1,androzoo_drebin,MobileTx,176.0,69,0,0,2,2,0,0,0,0,4,2,0,0,1,0,25,0,0,0
3779e67d696ba3ef4ba4b38ba10e07301620a45f1d89f004da5ae64f050dfdb4,1,abusech,GenericKD,1099.3,55,0,0,0,0,0,0,0,0,0,0,0,26,1,0,33,0,0,0
379f0932084641fd8839b2101428a5c856f4d9c54dc9aff4a5d58a0de9a12595,1,androzoo_drebin,Plankton,2259.0,5169,9,9,38,34,0,9,1,5,25,4,0,0,1,0,1915,0,0,0
37c97fe776f0af6b21be6892124317461f75032f33944d933f1d046a90bd13be,1,androzoo_drebin,Nandrobox,1395.5,1402,9,9,18,17,0,9,0,0,16,7,0,0,1,0,853,0,0,0
37ffc01c030e3d24eb2e2129c8f91684ac5c97251ca0101f2759e57fbebe6c7f,0,F-Droid,benign,17681.1,43785,119,119,22,13,0,119,2,20,0,0,0,0,1,2,2216,0,0,0
388d7fd938e51455ad9ba27eae9ce01fcbadff8ab88d5a7e9e742cb28402f1e8,1,modern_eval,unknown,6851.7,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0
399f5bddd1e30bb612522c9c770e073f5e304165df170c4668550de34f34f7c1,1,modern_eval,GhostBat,6869.9,7400,18,18,2,1,0,18,0,0,0,0,0,0,1,0,5792,0,0,0
3a03b35a4c614d651954f8298d5bb75abe33223e0791bdc1b9bdb2af69d3009b,1,modern_eval,unknown,5803.3,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0
3a641d4a269aefd06104e89f57880f0b9723fa380d87885d909c76249e6f081b,0,F-Droid,benign,104427.6,661126,104,104,16,11,0,104,0,0,15,3,0,0,1,4,9549,0,0,0
3c0edd3c80f917d0045ac51d177e9a4768df5a66517005b0f7944423aa54b089,1,modern_eval,SpyNote,2354.8,303,0,0,0,0,0,0,0,0,29,6,0,0,1,0,0,1,0,0
3c44fed6329931c17ffbbe8044b9181ab54cd9c5e9671c657e6f5a0882f5d59c,1,androzoo_drebin,GinMaster,1220.9,1172,1,1,18,16,0,1,0,0,9,2,0,0,1,0,385,0,0,0
3c81526bcb801d7dcfaea7f379528471d745a36e3c1bdc41877b4bed34b5dce6,1,abusech,AndroidOS,2835.6,184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1459,0,0,0
3cb4b373a24afb10b8003762e763e6b44008bdf9a58d0a9a2b80a5de68308ecd,1,abusech,NGate,7935.0,401,0,0,1,1,0,0,0,0,12,0,0,0,1,0,1987,0,0,0
3dfbecd41310db51f8aa31149d9e5619ed7799166f2e7a57b32c30d6633c82cb,1,androzoo_drebin,Geinimi,1131.5,75,0,0,1,0,0,0,0,0,20,10,0,0,1,0,0,0,0,0
3e8fcc49a80d4c30ab6f6037e51402c77e2694d27ec19ae5b8a93cd08b6caffa,0,F-Droid,benign,21839.9,65226,296,296,14,9,3,296,0,0,10,2,0,0,1,16,7966,0,0,0
3f6d18460beb9f0636d7a3d15411121407e7e41b10af9fce1756e9322d1b9635,0,F-Droid,benign,4711.8,3971,5,5,10,8,0,5,0,0,8,1,0,0,1,0,2509,0,0,0
3f76c482fdd58df5edd678e4730745e7cbafe298d0ebe0770ff962a3c2d6cf7f,1,androzoo_drebin,Plankton,5358.7,1498,2,2,13,11,0,2,0,0,25,5,0,0,1,0,774,0,0,0
40295836f19bb6a80002cd99579623af5a4038d5c24f8d2fc3e58f999f30468f,0,F-Droid,benign,82885.4,331779,500,500,45,8,17,500,2,20,10,4,0,0,1,12,4335,0,0,0
4067054f202cc8e87557915783d4468b54985c5cc7b0b57df98ffbb106475196,1,abusech,AndroidOS,2913.0,3403,2,2,7,4,1,2,0,0,18,5,0,0,1,0,1262,0,0,1
40e183653a25fac4cbea3d794679f5bf5a0021969afaaa29ecc36b4258c591cf,0,F-Droid,benign,3056.5,1792,0,0,4,2,0,0,0,0,1,0,0,0,1,0,1378,0,0,0
412f959e050df1e74d732401f67210595b7db1c3dbd6e27c49fd1ee2bf8031b4,1,androzoo_drebin,FakeInst,186.1,75,0,0,6,6,0,0,0,0,9,5,0,0,1,0,41,0,0,0
43228e510f5c3475692866c3ad488933eff19a43b2df3ef71c7d20fe12801d48,0,F-Droid,benign,27470.4,80076,500,500,9,8,0,500,1,2,34,5,0,0,1,16,24349,0,0,0
43f62b4cca7597f24772bf7edd005c3929b5e4d1bc821d5097a7d11ff02c0a93,1,androzoo_drebin,FakeInst,62.3,67,0,0,0,0,0,0,0,0,4,3,0,0,1,0,25,0,0,0
44b5086d35b879afb9278392c230cdd0d16ac9b830cd44e75ece6ccf0fd4952c,1,abusech,Andr/Banker-HDY,12180.5,3779,0,0,2,1,0,0,1,5,0,0,0,0,1,0,9,0,1,0
44c68a4b47e80309bfd2ceb87ad3672cee1796da709a663b391c3678c29a0979,1,abusech,Agent,54216.2,5959,108,108,0,0,0,108,0,0,0,0,0,0,1,0,2980,0,0,0
451302100b5ada0d9ca609fa671cf3e67fcf439be8ce4ff747af104407742acf,0,F-Droid,benign,117576.4,465819,500,500,7092,1890,18,500,3,25,22,7,0,0,1,36,71968,0,0,0
45d2031af6420768aef7c0d4a0b08063939abe88c27e0344cf9c787f73eb8f3e,1,androzoo_drebin,AndroidOS,85.9,168,0,0,10,10,0,0,0,0,0,0,0,0,1,0,36,0,0,0
46152474065cf2d9ca71f7a0ebd07c1913261cb64c2241924010e9999d1070b1,0,F-Droid,benign,68.7,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0
47a4aff5aaac505f213fb058e22cb5fecd03791c3f60ff9529b9f9befcbc2012,1,androzoo_drebin,BaseBridge,1531.2,1492,2,2,19,16,0,2,0,0,3,1,0,0,1,1,659,0,0,0
47bb7f855cdf116c62499240089fa1b7a69585e8b7f639e192b9d038da4094cd,1,abusech,GenericKD,3292.2,11893,94,94,16,15,0,94,0,0,17,5,0,0,1,0,6436,0,0,0
48f7ecd18cadc12914b89e91336b9885131d4151a9ed1975f6456e7951633583,1,androzoo_drebin,AndroidOS,928.5,1521,4,4,19,19,0,4,0,0,25,6,0,0,1,0,642,0,0,0
4a9144fadfd8606cc5c0e9db892fd24846b7b2efeb1630db5377955d1612b119,0,F-Droid,benign,48286.0,276573,500,500,132,11,92,500,2,20,30,5,0,0,1,4,33176,0,0,0
4ccf02c87de6c0bf718d9f8cdf6c61a9edc909fab1cdd7d497572e30fea1f580,1,abusech,GenericKD,2887.1,3222,161,161,0,0,0,161,0,0,34,11,0,0,1,0,1326,0,0,0
4d62aecc9873a0daf3d6386d86fe47f7842d644c896eb62b63597f520de074be,0,F-Droid,benign,23641.6,174654,31,31,33,15,0,31,0,0,4,2,0,0,1,6,1197,0,0,0
4dc2d4c59ca4e06b852ccbec728009a2a7a7e1e3f6cee65588d4d376b7f14a2d,1,androzoo_drebin,FakeApp,16599.9,19011,5,5,44,28,1,5,0,0,27,5,0,0,1,18,1769,0,0,0
4dfc06d393f3ec3d9ca91dd9c27a4e5dc1093b6bc2cf06ad1bd9bff7ba4c6063,1,modern_eval,Android/Agent,27672.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4e26134bafc3e90c8cb05cf50745e2c0bd870d1f06407007cb3188ed30172483,0,F-Droid,benign,1921.8,2787,10,10,1,1,0,10,0,0,0,0,0,0,1,0,1605,0,0,0
4e355df8f0843afc4a7bfc294ee4b1db9e9b896269c754c2d57dcb647dcd3efb,1,androzoo_drebin,Opfake,115.4,67,0,0,2,2,0,0,0,0,12,5,0,0,1,0,27,0,0,0
4eb2ac595b1a17ddde607d55dc41d93896eeca3a01cd440b8953159bca3a418d,1,abusech,AndroidOS,16741.1,12089,17,17,17,14,0,17,0,0,0,0,0,0,1,0,695,0,0,0
4f181b3a42657a4c18a898d84108f7500baf243a2ac710adec1c5938cf0adb57,1,abusech,AndroidOS,2230.9,3000,24,24,3,1,0,24,0,0,0,0,0,0,1,0,2103,0,0,0
4fca2064417bf4c9e96131aaa59021a56f6d01c18d74d085cf01cb9e9c4e6e25,1,androzoo_drebin,Plankton,12315.4,1384,1,1,12,12,0,1,0,0,16,5,0,0,1,0,722,0,0,0
5010f34461e309ea1bc5539bb24fccc320576ce6d677a29604f5568c0a5e6315,1,androzoo_drebin,Opfake,11.5,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,0,0,0
5030b673a6de2f1e1a83e3cb911fe053bdc38439d6a22ebad1c8a3a59d513205,1,androzoo_drebin,Opfake,603.9,14,0,0,0,0,0,0,0,0,12,5,0,0,1,0,6,0,0,0
518f5438a21e9aa9a91f0dd589088e443fda111d8ada5ea67d1cf14d6645974c,1,modern_eval,unknown,6531.2,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0
51f9c37c3eec0b6f8325aa1c8fe64a0615ab920584042df557426473b1270b40,1,abusech,BankBot,1852.2,1471,14,14,0,0,0,14,0,0,21,9,0,0,1,0,552,0,0,0
536a6084656a2d58e81a88ecfe0a0d050a4a5794f65cbc09170646c3e4c0dc0c,1,androzoo_drebin,GinMaster,1052.6,317,5,5,5,4,0,5,0,0,7,3,0,0,1,0,104,0,0,0
536cb0e2ffffa40d1ccd096eaaad43f094813bae15d8f6316dc35fb998d5e4cd,1,modern_eval,unknown,5879.8,174,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0
537f08755139d0199fb1751068eb49a92b68e0d1dcadaf03758837c3832f99c5,1,modern_eval,SpyNote,3599.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5494db78d03c9b3061c780520fc6713fa16cc8469c18ec9acb3d8eddff91964a,1,abusech,Gen,8072.1,2082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3922,0,0,0
54ece852176437e02ce2400e48c5545d32a5d69adee4a66a337ba98c67aea94e,1,androzoo_drebin,Adsms,36.0,144,2,2,6,6,0,2,0,0,17,5,0,0,1,0,37,0,0,0
54f2a636e000c55bb725d7e552a22117837c1676fb4b96decd135ae10e6f7049,1,androzoo_drebin,BaseBridge,4179.9,687,2,2,4,2,0,2,0,0,3,0,0,0,1,1,247,0,0,0
554e71b4e5d2a172707b51edc8e0e22cba40858b69884e75228c12718c47e1ef,1,abusech,GenericKD,3059.2,9768,67,67,11,8,1,67,0,0,0,0,0,0,1,0,5702,0,0,0
55641cdb5dba7f30c1d229cf8a34f390a8ff6b3f60cdff9b45d277919f33ce24,0,F-Droid,benign,2671.4,4362,0,0,1,1,0,0,0,0,0,0,0,0,1,5,1220,0,0,0
557c02b5e9ca8103e6ad5413df1b447fae5c9ce086a0b5330bf9c79a578585df,1,abusech,Agent,8209.4,39537,500,500,13,12,1,500,0,0,7,0,0,0,1,4,14332,0,0,0
5606655728a5e64d3c2229deb831d087605a1362fd545dc5d7a93961bf1c7825,1,androzoo_drebin,a,55.2,23,0,0,0,0,0,0,0,0,4,2,0,0,1,0,14,0,0,0
562c92478e7cf5790e6bd8d706c51d9178ea1bd58537575f03edbbb427f54fc9,1,androzoo_drebin,DroidKungFu,336.1,312,1,1,2,2,0,1,0,0,8,3,0,0,1,1,78,0,0,0
563bc028fac5f38f3849a3808bcba9cc41beeaf4b9ff771d383954beb1267e0b,1,abusech,Boogr,2338.2,1828,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1579,0,0,0
584efe8d1449e1d03b30e08a9abf916c510628ae6950da11e195a22653190d48,1,androzoo_drebin,Kmin,1205.5,649,11,11,10,7,0,11,0,0,15,5,0,0,1,0,362,0,0,0
58cc948bd809292143e604c3e03735c9517f94b37dd35299ca5e81d7b902d620,1,abusech,Evo-gen [Trj],6643.6,152,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0
5af77b5f5d014162cd3bf43314ebb91f39658c5be335c1efff7c9564e298e719,1,abusech,AdLibrary,15331.5,6236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1224,0,1,0
5b6f0757e98303cf337d10b6f8c7378bdfd4de30dea624545207dd01a85b6c37,1,androzoo_drebin,BaseBridge,2339.2,783,0,0,6,3,0,0,0,0,34,15,0,0,1,1,221,0,0,0
5bd321f86ca6b35366def6329ac50630886b03af53f0106ab53b7892ffdca6ec,0,F-Droid,benign,12332.0,17075,271,271,5,0,0,271,0,0,3,1,0,0,1,0,9070,0,0,0
5cad494f67808745489659cd077dce429fce364a673c44c9d238d14dcca81732,1,modern_eval,unknown,470.9,685,9,9,0,0,0,9,0,0,7,0,0,0,1,0,557,0,0,0
5e7116ea24dee71abac470b432a62c41e0fd680663162a486ab2b6fe25ccf367,1,androzoo_drebin,FakeInst,45.5,44,0,0,2,2,0,0,0,0,10,5,0,0,1,0,18,0,0,0
5e82d73a3b2d4df192d674729f9578c4081d5096d5e3641bf8b233e1bee248d4,1,androzoo_drebin,Adrd,765.1,616,1,1,9,9,0,1,0,0,19,9,0,0,1,0,244,0,0,0
5f113715e47ddce3f72f9ff69b1aa07ee09225eaf6b501a7b106fa893779a931,1,abusech,AndroidOS,4251.7,10225,42,42,28,22,2,42,0,0,0,0,0,0,1,0,5446,0,0,0
5f208d88f5cefaa967d5e9320f2875de3ca8fada870ab83c1fe20c01558f85b1,1,androzoo_drebin,FakeInstaller,2274.6,58,0,0,5,5,0,0,0,0,4,3,0,0,1,0,26,0,0,0
5f94e59c132a7ed0e35b60146d973a728ab9f390c8291f9547cee26c56427738,1,modern_eval,CraxsRAT,6592.7,1681,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1863,0,0,0
61d4518fac40db1cef72d8b6f9a14080d93ef53a6f6e55605ee12da87978a14f,1,modern_eval,Andr/Xgen2-AYJ,51977.8,1049,0,0,0,0,0,0,0,0,6,0,0,0,1,2,2,0,0,1
62545321423f75c0f4774c868a1677087399353adda0fb361cd3884d2680dcc2,1,modern_eval,FantasyHub,16294.8,18835,145,145,8,2,3,145,2,20,0,0,0,0,1,0,10632,0,0,0
63371a25c79264de99fb9f55dee9f893625b8f2b3e8ea97da43e60518aee8509,1,androzoo_drebin,Adware,2884.9,1568,0,0,1,1,0,0,0,0,17,1,0,0,1,0,849,0,0,0
6376bcd8faa57aac7437116b184967a588025e2bf96318272cdcf51ff2f8dfdd,1,abusech,Dropper,2990.8,643,140,140,0,0,0,140,0,0,25,7,0,0,1,0,255,0,0,0
64a9263148d49bbabaf13b68fc461c93275d5d7f852288ccf00d1b25e39069d3,1,abusech,Gen,2875.1,5975,13,13,8,7,0,13,1,10,15,0,0,0,1,0,4749,0,0,0
64ab7a8e612d8d60c1c4cc8ce1b4ace4aafcec7e1f5239894f2b214b094fa1b1,1,androzoo_drebin,a,830.5,321,4,4,6,6,0,4,0,0,7,3,0,0,1,0,158,0,0,0
659733fed5b5a7d8ca5d236b996667bde68f38a5acc8ea967970c430f3e05d89,0,F-Droid,benign,16355.8,29531,331,331,14,5,4,331,0,0,11,2,0,0,1,0,15967,0,0,0
65ac82b8d756a548760f16e1c8671197716f5b7b1bdfb72f1adce34e0aec4824,1,androzoo_drebin,BaseBridge,1852.5,1247,1,1,1,1,0,1,0,0,9,4,0,0,1,1,175,0,0,0
669b75fd2620fa990bb982c07f5233f5b3e98aff65d9d8ffb9683aaae6cb98c1,1,abusech,Trojan-Banker,220.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66ea10f2bc2445ad8ce43dca11ba2ea4968633c1ce21b5a2ac5f1c647db5ffcd,1,androzoo_drebin,Plankton,2057.0,1745,1,1,19,18,0,1,0,0,28,7,0,0,1,0,862,0,0,0
6725dfc3cb9b8f2103ebb129f0d4816ae836c15103229e8fda0151aa390d33ad,1,androzoo_drebin,Opfake,437.4,310,0,0,0,0,0,0,0,0,20,8,0,0,1,0,46,0,0,0
6827b5683119738e2b75c6640e59ff6d4d51b50618f239f41f1bd86687de573e,1,androzoo_drebin,FakeInst,220.4,72,0,0,6,6,0,0,0,0,9,5,0,0,1,0,38,0,0,0
6832234c4eae7a57be4f68271b7eecb056c4cd8352c67d2273d676208118871d,1,androzoo_drebin,FakeDoc,633.3,537,0,0,8,7,0,0,0,0,24,6,0,0,1,0,363,0,0,0
68b9c7ae6b51f211ecd0cfdd656bc3b14840627adc7073faf9504acdb0e52dae,1,modern_eval,GhostBat,6918.0,7400,18,18,2,1,0,18,0,0,0,0,0,0,1,0,5792,0,0,0
690a58bb75780d9f835183ae6deb563e06db659218a4275ddd40ba15353d66ce,0,F-Droid,benign,4627.4,11635,12,12,2,0,0,12,0,0,7,3,0,0,1,24,5992,0,0,0
692e7b0f657ac34635e0dcd633f9c73b37d0258457d161ec6dbee26820cb72dd,1,abusech,Banker,1466.4,3811,25,25,2,0,0,25,0,0,35,15,0,0,1,0,2640,0,0,0
6a01a9e0fc20d47835fd19d732af97fc4a2d68e1f735f4cdea7d4eeb03fcf582,1,androzoo_drebin,FakeInst,75.1,87,0,0,0,0,0,0,0,0,4,3,0,0,1,0,38,0,0,0
6a02832c97ad6c0f2ddb813acb52ef002ef616be2a7ded5a0a69b7dbdf2f7aff,1,androzoo_drebin,GinMaster,1319.7,3426,5,5,21,18,0,5,0,0,9,3,0,0,1,1,296,0,0,0
6acc850988883adc4a5129ea711f3f176815e4eb210ecc9f8db643d15ca9c8d9,1,androzoo_drebin,Iconosys,1887.1,112,0,0,7,5,0,0,0,0,11,8,0,0,1,0,49,0,0,0
6c1ed581a3843a9cbe7a864bff72cf2ad914733dc90fea105f66ab5c6e24b2c8,1,androzoo_drebin,BaseBridge,1773.9,793,1,1,1,1,0,1,0,0,9,4,0,0,1,1,175,0,0,0
6d29e6e5372cd0690e0df62eb6d98938e91191b0e639fed2476497baa8255405,1,abusech,NGate,2755.6,184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1459,0,0,0
6d8f8367ea6b2360cde4a53a450216adec54228d63840bf5471a746697399699,1,androzoo_drebin,Exploit,938.6,159,0,0,0,0,0,0,0,0,4,1,0,0,1,0,21,0,0,0
6e3499a5e63209b34ccc787a7ea57953ff5436b51ca4325ea0da4a958f44ea7b,1,abusech,AndroidOS,4376.9,10180,8,8,56,45,1,8,0,0,16,6,0,0,1,0,5081,0,0,0
6e9848008c42128623d1077f0cc75c0861e2b3d0fb76e68c5fc9ec8f69361572,1,androzoo_drebin,FakeRun,1139.3,1960,1,1,18,17,0,1,0,0,13,4,0,0,1,0,940,0,0,0
72f18d019123393ae610dd73b25e5f30a4945430f6f835700d6bdee19f566a30,1,modern_eval,SpyNote,54825.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7365190230042fa2f8aba13d39cfecaa52b029750331760bcd114bafb01cb6db,1,abusech,AndroidOS,21929.7,1854,500,500,0,0,0,500,0,0,0,0,0,0,1,0,1715,0,0,0
73b2fd2dfb5860f0701b16002832987d5edcfe059df454d30548aa4fa45bebe6,1,androzoo_drebin,Opfake,431.0,309,2,2,0,0,0,2,0,0,19,10,0,0,1,0,42,0,0,0
74611134257de9e9f549d445d19d465afeb1af34399683ff04303a11ecf643fc,1,androzoo_drebin,SmForw,16.0,12,0,0,1,1,0,0,0,0,4,3,0,0,1,0,6,0,0,0
752f3cacdad6753d4c02bb8e40ef3e0990b55466c18a7b80ec6fa7b9706e40ab,1,abusech,Andr/NGate-G,2819.6,184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1459,0,0,0
759b6e510c3ad532ab75d26eb4feebf5e7d26be81a6f22c5118c3d8a3c9de292,0,F-Droid,benign,11528.0,13519,500,500,3,2,0,500,0,0,6,1,0,0,1,1,4445,0,0,0
75b06872276a85812c28398d125938fc420fa84774576ea8221592db612cb1b2,1,androzoo_drebin,AndroidOS,1342.4,1239,0,0,11,10,0,0,0,0,52,10,0,0,1,0,760,0,0,0
767c218be4e7d2c99ee9c8b36128ac932d2dac0e3792ce638b804083f75e1096,1,abusech,GenericKD,1237.6,1303,145,145,0,0,0,145,0,0,39,14,0,0,1,0,746,0,0,0
77eef34639c4d2d244ba407c6e0a1b9b5ec0187e73de1ae3acb0f71f3906f595,1,modern_eval,unknown,11706.3,155,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0
789d04c93488adf85d8d7988c0d050648cd91ad469f9e63e04d290523dfb1d93,1,abusech,GenericKD,1099.3,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0
7a4238fc6f5d3c7731c2eb33911298eaa36986040858af56e76628c5dc83e265,1,abusech,AndroidOS,1002.4,2061,115,115,1,1,0,115,0,0,27,10,0,0,1,0,643,0,0,0
